instances,drift,unbalance,type,alg,Gmean
5000,minority-share,2,incremental,improved_OOB,67.85914629707283
10000,minority-share,2,incremental,improved_OOB,68.29908541031054
15000,minority-share,2,incremental,improved_OOB,68.47192294121179
20000,minority-share,2,incremental,improved_OOB,68.55120544533628
25000,minority-share,2,incremental,improved_OOB,68.61503370541821
30000,minority-share,2,incremental,improved_OOB,68.6610132081685
35000,minority-share,2,incremental,improved_OOB,68.70476240273396
40000,minority-share,2,incremental,improved_OOB,68.7416498192824
45000,minority-share,2,incremental,improved_OOB,68.77403905020441
50000,minority-share,2,incremental,improved_OOB,68.95222126737403
55000,minority-share,2,incremental,improved_OOB,65.36257305189561
60000,minority-share,2,incremental,improved_OOB,65.5023359553586
65000,minority-share,2,incremental,improved_OOB,66.06805664710734
70000,minority-share,2,incremental,improved_OOB,66.31236808437481
75000,minority-share,2,incremental,improved_OOB,66.48294644859479
80000,minority-share,2,incremental,improved_OOB,66.57735152340315
85000,minority-share,2,incremental,improved_OOB,66.66803906675418
90000,minority-share,2,incremental,improved_OOB,66.77846979171349
95000,minority-share,2,incremental,improved_OOB,66.82849625548077
100000,minority-share,2,incremental,improved_OOB,66.88627455504346
5000,minority-share,2,incremental,WEOB1,68.12189013127409
10000,minority-share,2,incremental,WEOB1,68.47305442733749
15000,minority-share,2,incremental,WEOB1,68.64579116665232
20000,minority-share,2,incremental,WEOB1,68.72941240149412
25000,minority-share,2,incremental,WEOB1,68.78999409062153
30000,minority-share,2,incremental,WEOB1,68.82494411545053
35000,minority-share,2,incremental,WEOB1,68.85669223617529
40000,minority-share,2,incremental,WEOB1,68.88371225140381
45000,minority-share,2,incremental,WEOB1,68.90846127831034
50000,minority-share,2,incremental,WEOB1,69.04186041093237
55000,minority-share,2,incremental,WEOB1,65.13413767528914
60000,minority-share,2,incremental,WEOB1,65.38823475675348
65000,minority-share,2,incremental,WEOB1,65.93786696862178
70000,minority-share,2,incremental,WEOB1,66.24579123806339
75000,minority-share,2,incremental,WEOB1,66.48838034355275
80000,minority-share,2,incremental,WEOB1,66.66417103117435
85000,minority-share,2,incremental,WEOB1,66.81310665387375
90000,minority-share,2,incremental,WEOB1,66.94609893965901
95000,minority-share,2,incremental,WEOB1,67.03202635186258
100000,minority-share,2,incremental,WEOB1,67.10933911047678
5000,minority-share,2,incremental,CSMOTE,62.44051018069557
10000,minority-share,2,incremental,CSMOTE,64.0320851673017
15000,minority-share,2,incremental,CSMOTE,64.89145456160328
20000,minority-share,2,incremental,CSMOTE,65.44427438141577
25000,minority-share,2,incremental,CSMOTE,65.65225577832179
30000,minority-share,2,incremental,CSMOTE,65.85310067437375
35000,minority-share,2,incremental,CSMOTE,66.01643084492812
40000,minority-share,2,incremental,CSMOTE,66.13636389315195
45000,minority-share,2,incremental,CSMOTE,66.23120239724946
50000,minority-share,2,incremental,CSMOTE,57.994467798950836
55000,minority-share,2,incremental,CSMOTE,61.28457001924768
60000,minority-share,2,incremental,CSMOTE,64.98239343048931
65000,minority-share,2,incremental,CSMOTE,64.60747436970392
70000,minority-share,2,incremental,CSMOTE,64.78631715709126
75000,minority-share,2,incremental,CSMOTE,65.2431991789657
80000,minority-share,2,incremental,CSMOTE,65.56478929673948
85000,minority-share,2,incremental,CSMOTE,65.71457980879003
90000,minority-share,2,incremental,CSMOTE,65.92473934923706
95000,minority-share,2,incremental,CSMOTE,66.04533596495007
100000,minority-share,2,incremental,CSMOTE,66.18907203400059
5000,minority-share,2,incremental,OOB,67.7998998334446
10000,minority-share,2,incremental,OOB,68.30034602550475
15000,minority-share,2,incremental,OOB,68.48863324684345
20000,minority-share,2,incremental,OOB,68.58024341586194
25000,minority-share,2,incremental,OOB,68.66421497641551
30000,minority-share,2,incremental,OOB,68.72151687029843
35000,minority-share,2,incremental,OOB,68.76713268931091
40000,minority-share,2,incremental,OOB,68.80581476965304
45000,minority-share,2,incremental,OOB,68.84251899015985
50000,minority-share,2,incremental,OOB,69.06589713285844
55000,minority-share,2,incremental,OOB,65.84073444816863
60000,minority-share,2,incremental,OOB,66.03074510658209
65000,minority-share,2,incremental,OOB,66.53027715526324
70000,minority-share,2,incremental,OOB,66.78928727584555
75000,minority-share,2,incremental,OOB,66.94080055103339
80000,minority-share,2,incremental,OOB,67.04262320544284
85000,minority-share,2,incremental,OOB,67.10273561287232
90000,minority-share,2,incremental,OOB,67.1852521310003
95000,minority-share,2,incremental,OOB,67.23680010850492
100000,minority-share,2,incremental,OOB,67.27799829463262
5000,minority-share,2,incremental,ESOS_ELM,0.0
10000,minority-share,2,incremental,ESOS_ELM,0.0
15000,minority-share,2,incremental,ESOS_ELM,55.19291466718836
20000,minority-share,2,incremental,ESOS_ELM,57.52968541641568
25000,minority-share,2,incremental,ESOS_ELM,58.72854586408205
30000,minority-share,2,incremental,ESOS_ELM,59.681569271189105
35000,minority-share,2,incremental,ESOS_ELM,60.29519822569269
40000,minority-share,2,incremental,ESOS_ELM,60.77281306806428
45000,minority-share,2,incremental,ESOS_ELM,61.139293770433675
50000,minority-share,2,incremental,ESOS_ELM,63.6672855987503
55000,minority-share,2,incremental,ESOS_ELM,64.1199544387289
60000,minority-share,2,incremental,ESOS_ELM,64.34499408927283
65000,minority-share,2,incremental,ESOS_ELM,64.55977167156455
70000,minority-share,2,incremental,ESOS_ELM,64.22863636201185
75000,minority-share,2,incremental,ESOS_ELM,64.14697819350297
80000,minority-share,2,incremental,ESOS_ELM,64.08390635118441
85000,minority-share,2,incremental,ESOS_ELM,64.01103853421996
90000,minority-share,2,incremental,ESOS_ELM,64.01147910637249
95000,minority-share,2,incremental,ESOS_ELM,63.97380795304896
100000,minority-share,2,incremental,ESOS_ELM,64.01747321598681
5000,minority-share,2,incremental,improved_UOB,68.15600060494958
10000,minority-share,2,incremental,improved_UOB,68.30399858136074
15000,minority-share,2,incremental,improved_UOB,68.37496922330085
20000,minority-share,2,incremental,improved_UOB,68.41903626303024
25000,minority-share,2,incremental,improved_UOB,68.45357150573197
30000,minority-share,2,incremental,improved_UOB,68.48496838932977
35000,minority-share,2,incremental,improved_UOB,68.51847216600241
40000,minority-share,2,incremental,improved_UOB,68.55488306873731
45000,minority-share,2,incremental,improved_UOB,68.58896086687864
50000,minority-share,2,incremental,improved_UOB,68.82032187133743
55000,minority-share,2,incremental,improved_UOB,62.730360573015105
60000,minority-share,2,incremental,improved_UOB,63.78845777866869
65000,minority-share,2,incremental,improved_UOB,63.871088047747
70000,minority-share,2,incremental,improved_UOB,63.945053242930406
75000,minority-share,2,incremental,improved_UOB,64.07776693784652
80000,minority-share,2,incremental,improved_UOB,64.20943147923614
85000,minority-share,2,incremental,improved_UOB,64.33467604918401
90000,minority-share,2,incremental,improved_UOB,64.48154164207952
95000,minority-share,2,incremental,improved_UOB,64.60683570222633
100000,minority-share,2,incremental,improved_UOB,64.73584973866727
5000,minority-share,2,incremental,WEOB2,68.15600060494958
10000,minority-share,2,incremental,WEOB2,68.30399858136074
15000,minority-share,2,incremental,WEOB2,68.37496922330085
20000,minority-share,2,incremental,WEOB2,68.41903626303024
25000,minority-share,2,incremental,WEOB2,68.45357150573197
30000,minority-share,2,incremental,WEOB2,68.48496838932977
35000,minority-share,2,incremental,WEOB2,68.51847216600241
40000,minority-share,2,incremental,WEOB2,68.55488306873731
45000,minority-share,2,incremental,WEOB2,68.58896086687864
50000,minority-share,2,incremental,WEOB2,68.82032187133743
55000,minority-share,2,incremental,WEOB2,62.730360573015105
60000,minority-share,2,incremental,WEOB2,63.78845777866869
65000,minority-share,2,incremental,WEOB2,63.871088047747
70000,minority-share,2,incremental,WEOB2,63.945053242930406
75000,minority-share,2,incremental,WEOB2,64.07776693784652
80000,minority-share,2,incremental,WEOB2,64.20943147923614
85000,minority-share,2,incremental,WEOB2,64.33467604918401
90000,minority-share,2,incremental,WEOB2,64.48154164207952
95000,minority-share,2,incremental,WEOB2,64.60683570222633
100000,minority-share,2,incremental,WEOB2,64.73584973866727
5000,minority-share,2,incremental,UOB,67.93001430421734
10000,minority-share,2,incremental,UOB,68.17604019177523
15000,minority-share,2,incremental,UOB,68.27569689295287
20000,minority-share,2,incremental,UOB,68.31496467429399
25000,minority-share,2,incremental,UOB,68.35030311218722
30000,minority-share,2,incremental,UOB,68.3834826411363
35000,minority-share,2,incremental,UOB,68.42325646192418
40000,minority-share,2,incremental,UOB,68.4615865392762
45000,minority-share,2,incremental,UOB,68.50295349284163
50000,minority-share,2,incremental,UOB,68.78990386861622
55000,minority-share,2,incremental,UOB,62.431272599064485
60000,minority-share,2,incremental,UOB,63.64127391904144
65000,minority-share,2,incremental,UOB,63.78630962330719
70000,minority-share,2,incremental,UOB,63.820417162967985
75000,minority-share,2,incremental,UOB,63.90705088399578
80000,minority-share,2,incremental,UOB,64.02028515409157
85000,minority-share,2,incremental,UOB,64.1118042865219
90000,minority-share,2,incremental,UOB,64.21911858652487
95000,minority-share,2,incremental,UOB,64.32879205058941
100000,minority-share,2,incremental,UOB,64.43545577461785
5000,minority-share,2,incremental,RebalanceStream,61.72363283907343
10000,minority-share,2,incremental,RebalanceStream,62.766102473104866
15000,minority-share,2,incremental,RebalanceStream,63.24131659327204
20000,minority-share,2,incremental,RebalanceStream,63.70507226294261
25000,minority-share,2,incremental,RebalanceStream,64.01683191420213
30000,minority-share,2,incremental,RebalanceStream,64.24347817159384
35000,minority-share,2,incremental,RebalanceStream,64.43114991234349
40000,minority-share,2,incremental,RebalanceStream,64.60076004135165
45000,minority-share,2,incremental,RebalanceStream,64.7358318946364
50000,minority-share,2,incremental,RebalanceStream,65.51117872918317
55000,minority-share,2,incremental,RebalanceStream,58.61808328451271
60000,minority-share,2,incremental,RebalanceStream,51.16630108845892
65000,minority-share,2,incremental,RebalanceStream,51.436236929833555
70000,minority-share,2,incremental,RebalanceStream,51.85778603936666
75000,minority-share,2,incremental,RebalanceStream,52.67179497562053
80000,minority-share,2,incremental,RebalanceStream,53.335769474894924
85000,minority-share,2,incremental,RebalanceStream,54.037001434339246
90000,minority-share,2,incremental,RebalanceStream,54.68278514387943
95000,minority-share,2,incremental,RebalanceStream,55.37412212899661
100000,minority-share,2,incremental,RebalanceStream,56.02647171678409
5000,minority-share,2,sudden,improved_OOB,67.85914629707284
10000,minority-share,2,sudden,improved_OOB,68.29908541031055
15000,minority-share,2,sudden,improved_OOB,68.4719229412118
20000,minority-share,2,sudden,improved_OOB,68.55120544533628
25000,minority-share,2,sudden,improved_OOB,68.6150337054182
30000,minority-share,2,sudden,improved_OOB,68.6610132081685
35000,minority-share,2,sudden,improved_OOB,68.70476240273396
40000,minority-share,2,sudden,improved_OOB,68.74164981928242
45000,minority-share,2,sudden,improved_OOB,68.77403905020442
50000,minority-share,2,sudden,improved_OOB,68.79208645494597
55000,minority-share,2,sudden,improved_OOB,61.57965801129634
60000,minority-share,2,sudden,improved_OOB,63.51671416435623
65000,minority-share,2,sudden,improved_OOB,64.59400992216078
70000,minority-share,2,sudden,improved_OOB,65.15914366309424
75000,minority-share,2,sudden,improved_OOB,65.52740046959293
80000,minority-share,2,sudden,improved_OOB,65.7687954924921
85000,minority-share,2,sudden,improved_OOB,65.96495383897292
90000,minority-share,2,sudden,improved_OOB,66.1513384883181
95000,minority-share,2,sudden,improved_OOB,66.2651108782344
100000,minority-share,2,sudden,improved_OOB,66.37507840207783
5000,minority-share,2,sudden,WEOB1,68.12189013127409
10000,minority-share,2,sudden,WEOB1,68.47305442733749
15000,minority-share,2,sudden,WEOB1,68.64579116665232
20000,minority-share,2,sudden,WEOB1,68.7294124014941
25000,minority-share,2,sudden,WEOB1,68.78999409062155
30000,minority-share,2,sudden,WEOB1,68.82494411545053
35000,minority-share,2,sudden,WEOB1,68.85669223617529
40000,minority-share,2,sudden,WEOB1,68.88371225140382
45000,minority-share,2,sudden,WEOB1,68.90846127831034
50000,minority-share,2,sudden,WEOB1,68.92163331882577
55000,minority-share,2,sudden,WEOB1,60.98649574035645
60000,minority-share,2,sudden,WEOB1,63.15746608971349
65000,minority-share,2,sudden,WEOB1,64.31603995660717
70000,minority-share,2,sudden,WEOB1,64.96952908926056
75000,minority-share,2,sudden,WEOB1,65.42097460685316
80000,minority-share,2,sudden,WEOB1,65.7506998251676
85000,minority-share,2,sudden,WEOB1,66.01292415401686
90000,minority-share,2,sudden,WEOB1,66.23177120247692
95000,minority-share,2,sudden,WEOB1,66.38738045684102
100000,minority-share,2,sudden,WEOB1,66.52348864977405
5000,minority-share,2,sudden,CSMOTE,62.44051018069557
10000,minority-share,2,sudden,CSMOTE,64.0320851673017
15000,minority-share,2,sudden,CSMOTE,64.89145456160328
20000,minority-share,2,sudden,CSMOTE,65.44427438141577
25000,minority-share,2,sudden,CSMOTE,65.65225577832179
30000,minority-share,2,sudden,CSMOTE,65.85310067437375
35000,minority-share,2,sudden,CSMOTE,66.01643084492812
40000,minority-share,2,sudden,CSMOTE,66.13636389315195
45000,minority-share,2,sudden,CSMOTE,66.23120239724946
50000,minority-share,2,sudden,CSMOTE,66.28359559654335
55000,minority-share,2,sudden,CSMOTE,67.0921028634722
60000,minority-share,2,sudden,CSMOTE,67.17762025063998
65000,minority-share,2,sudden,CSMOTE,67.18516066304939
70000,minority-share,2,sudden,CSMOTE,67.196139407513
75000,minority-share,2,sudden,CSMOTE,67.15302726038941
80000,minority-share,2,sudden,CSMOTE,67.1638001655971
85000,minority-share,2,sudden,CSMOTE,67.20865622034613
90000,minority-share,2,sudden,CSMOTE,67.22293840559033
95000,minority-share,2,sudden,CSMOTE,67.26156017048756
100000,minority-share,2,sudden,CSMOTE,67.28258393765667
5000,minority-share,2,sudden,OOB,67.7998998334446
10000,minority-share,2,sudden,OOB,68.30034602550477
15000,minority-share,2,sudden,OOB,68.48863324684345
20000,minority-share,2,sudden,OOB,68.58024341586194
25000,minority-share,2,sudden,OOB,68.66421497641552
30000,minority-share,2,sudden,OOB,68.72151687029843
35000,minority-share,2,sudden,OOB,68.76713268931093
40000,minority-share,2,sudden,OOB,68.80581476965304
45000,minority-share,2,sudden,OOB,68.84251899015986
50000,minority-share,2,sudden,OOB,68.86489419048732
55000,minority-share,2,sudden,OOB,62.45390741621965
60000,minority-share,2,sudden,OOB,64.21906289326066
65000,minority-share,2,sudden,OOB,65.1887521261323
70000,minority-share,2,sudden,OOB,65.73036332094229
75000,minority-share,2,sudden,OOB,66.06412269839787
80000,minority-share,2,sudden,OOB,66.2982315618585
85000,minority-share,2,sudden,OOB,66.45840120919134
90000,minority-share,2,sudden,OOB,66.61248231897173
95000,minority-share,2,sudden,OOB,66.72168320114115
100000,minority-share,2,sudden,OOB,66.81145929063344
5000,minority-share,2,sudden,ESOS_ELM,0.0
10000,minority-share,2,sudden,ESOS_ELM,0.0
15000,minority-share,2,sudden,ESOS_ELM,55.20604607444672
20000,minority-share,2,sudden,ESOS_ELM,57.62937867577715
25000,minority-share,2,sudden,ESOS_ELM,58.88719817671083
30000,minority-share,2,sudden,ESOS_ELM,59.80960637879067
35000,minority-share,2,sudden,ESOS_ELM,60.420592572762494
40000,minority-share,2,sudden,ESOS_ELM,60.89855191815434
45000,minority-share,2,sudden,ESOS_ELM,61.27075513163934
50000,minority-share,2,sudden,ESOS_ELM,61.57820644506002
55000,minority-share,2,sudden,ESOS_ELM,64.48302379129451
60000,minority-share,2,sudden,ESOS_ELM,64.40769754774178
65000,minority-share,2,sudden,ESOS_ELM,64.29947127579867
70000,minority-share,2,sudden,ESOS_ELM,64.23026093604037
75000,minority-share,2,sudden,ESOS_ELM,64.24920569087907
80000,minority-share,2,sudden,ESOS_ELM,64.16161304714014
85000,minority-share,2,sudden,ESOS_ELM,64.1119947562386
90000,minority-share,2,sudden,ESOS_ELM,64.14464015887279
95000,minority-share,2,sudden,ESOS_ELM,64.1799332722178
100000,minority-share,2,sudden,ESOS_ELM,64.21069057437218
5000,minority-share,2,sudden,improved_UOB,68.15600060494958
10000,minority-share,2,sudden,improved_UOB,68.30399858136074
15000,minority-share,2,sudden,improved_UOB,68.37496922330085
20000,minority-share,2,sudden,improved_UOB,68.41903626303024
25000,minority-share,2,sudden,improved_UOB,68.45357150573197
30000,minority-share,2,sudden,improved_UOB,68.48496838932977
35000,minority-share,2,sudden,improved_UOB,68.5184721660024
40000,minority-share,2,sudden,improved_UOB,68.55488306873731
45000,minority-share,2,sudden,improved_UOB,68.58896086687864
50000,minority-share,2,sudden,improved_UOB,68.61206728790918
55000,minority-share,2,sudden,improved_UOB,55.97246763204106
60000,minority-share,2,sudden,improved_UOB,59.87909791352071
65000,minority-share,2,sudden,improved_UOB,61.326711714132195
70000,minority-share,2,sudden,improved_UOB,62.047335143105045
75000,minority-share,2,sudden,improved_UOB,62.53447626082558
80000,minority-share,2,sudden,improved_UOB,62.908978350059826
85000,minority-share,2,sudden,improved_UOB,63.20932608903665
90000,minority-share,2,sudden,improved_UOB,63.482654472252534
95000,minority-share,2,sudden,improved_UOB,63.705862920607764
100000,minority-share,2,sudden,improved_UOB,63.9151241793261
5000,minority-share,2,sudden,WEOB2,68.15600060494958
10000,minority-share,2,sudden,WEOB2,68.30399858136074
15000,minority-share,2,sudden,WEOB2,68.37496922330085
20000,minority-share,2,sudden,WEOB2,68.41903626303024
25000,minority-share,2,sudden,WEOB2,68.45357150573197
30000,minority-share,2,sudden,WEOB2,68.48496838932977
35000,minority-share,2,sudden,WEOB2,68.5184721660024
40000,minority-share,2,sudden,WEOB2,68.55488306873731
45000,minority-share,2,sudden,WEOB2,68.58896086687864
50000,minority-share,2,sudden,WEOB2,68.61206728790918
55000,minority-share,2,sudden,WEOB2,55.97246763204106
60000,minority-share,2,sudden,WEOB2,59.87909791352071
65000,minority-share,2,sudden,WEOB2,61.326711714132195
70000,minority-share,2,sudden,WEOB2,62.047335143105045
75000,minority-share,2,sudden,WEOB2,62.53447626082558
80000,minority-share,2,sudden,WEOB2,62.908978350059826
85000,minority-share,2,sudden,WEOB2,63.20932608903665
90000,minority-share,2,sudden,WEOB2,63.482654472252534
95000,minority-share,2,sudden,WEOB2,63.705862920607764
100000,minority-share,2,sudden,WEOB2,63.9151241793261
5000,minority-share,2,sudden,UOB,67.93001430421734
10000,minority-share,2,sudden,UOB,68.17604019177523
15000,minority-share,2,sudden,UOB,68.27569689295287
20000,minority-share,2,sudden,UOB,68.31496467429399
25000,minority-share,2,sudden,UOB,68.35030311218722
30000,minority-share,2,sudden,UOB,68.38348264113631
35000,minority-share,2,sudden,UOB,68.42325646192418
40000,minority-share,2,sudden,UOB,68.4615865392762
45000,minority-share,2,sudden,UOB,68.50295349284163
50000,minority-share,2,sudden,UOB,68.53160987005518
55000,minority-share,2,sudden,UOB,55.34888322378314
60000,minority-share,2,sudden,UOB,59.49533206623138
65000,minority-share,2,sudden,UOB,61.07240646527028
70000,minority-share,2,sudden,UOB,61.807810640684366
75000,minority-share,2,sudden,UOB,62.28002809069319
80000,minority-share,2,sudden,UOB,62.65365469721867
85000,minority-share,2,sudden,UOB,62.93483065876649
90000,minority-share,2,sudden,UOB,63.1794217639194
95000,minority-share,2,sudden,UOB,63.39302831452066
100000,minority-share,2,sudden,UOB,63.585820999617475
5000,minority-share,2,sudden,RebalanceStream,61.72363283907343
10000,minority-share,2,sudden,RebalanceStream,62.766102473104866
15000,minority-share,2,sudden,RebalanceStream,63.24131659327203
20000,minority-share,2,sudden,RebalanceStream,63.70507226294261
25000,minority-share,2,sudden,RebalanceStream,64.01683191420213
30000,minority-share,2,sudden,RebalanceStream,64.24347817159384
35000,minority-share,2,sudden,RebalanceStream,64.43114991234349
40000,minority-share,2,sudden,RebalanceStream,64.60076004135165
45000,minority-share,2,sudden,RebalanceStream,64.7358318946364
50000,minority-share,2,sudden,RebalanceStream,64.8152143790498
55000,minority-share,2,sudden,RebalanceStream,50.78530472213096
60000,minority-share,2,sudden,RebalanceStream,50.97908527498768
65000,minority-share,2,sudden,RebalanceStream,51.221020131734555
70000,minority-share,2,sudden,RebalanceStream,51.59177104736216
75000,minority-share,2,sudden,RebalanceStream,52.29839042744559
80000,minority-share,2,sudden,RebalanceStream,52.91895236343562
85000,minority-share,2,sudden,RebalanceStream,53.58526992697559
90000,minority-share,2,sudden,RebalanceStream,54.21222769313899
95000,minority-share,2,sudden,RebalanceStream,54.88353745478024
100000,minority-share,2,sudden,RebalanceStream,55.52535165490366
5000,minority-share,2,periodic,improved_OOB,67.85914629707283
10000,minority-share,2,periodic,improved_OOB,68.29908541031054
15000,minority-share,2,periodic,improved_OOB,68.4719229412118
20000,minority-share,2,periodic,improved_OOB,68.55120544533628
25000,minority-share,2,periodic,improved_OOB,68.6150337054182
30000,minority-share,2,periodic,improved_OOB,68.66101320816848
35000,minority-share,2,periodic,improved_OOB,68.70476240273396
40000,minority-share,2,periodic,improved_OOB,68.7416498192824
45000,minority-share,2,periodic,improved_OOB,68.77403905020441
50000,minority-share,2,periodic,improved_OOB,68.95222126737403
55000,minority-share,2,periodic,improved_OOB,65.36257305189562
60000,minority-share,2,periodic,improved_OOB,65.50233595535862
65000,minority-share,2,periodic,improved_OOB,66.06805664710733
70000,minority-share,2,periodic,improved_OOB,66.31236808437481
75000,minority-share,2,periodic,improved_OOB,66.48294644859479
80000,minority-share,2,periodic,improved_OOB,66.57735152340317
85000,minority-share,2,periodic,improved_OOB,66.66803906675418
90000,minority-share,2,periodic,improved_OOB,66.77846979171348
95000,minority-share,2,periodic,improved_OOB,66.82849625548076
100000,minority-share,2,periodic,improved_OOB,66.88627455504346
5000,minority-share,2,periodic,WEOB1,68.12189013127407
10000,minority-share,2,periodic,WEOB1,68.4730544273375
15000,minority-share,2,periodic,WEOB1,68.64579116665232
20000,minority-share,2,periodic,WEOB1,68.7294124014941
25000,minority-share,2,periodic,WEOB1,68.78999409062155
30000,minority-share,2,periodic,WEOB1,68.82494411545052
35000,minority-share,2,periodic,WEOB1,68.85669223617529
40000,minority-share,2,periodic,WEOB1,68.88371225140382
45000,minority-share,2,periodic,WEOB1,68.90846127831036
50000,minority-share,2,periodic,WEOB1,69.04186041093237
55000,minority-share,2,periodic,WEOB1,65.13413767528914
60000,minority-share,2,periodic,WEOB1,65.38823475675348
65000,minority-share,2,periodic,WEOB1,65.93786696862178
70000,minority-share,2,periodic,WEOB1,66.24579123806339
75000,minority-share,2,periodic,WEOB1,66.48838034355275
80000,minority-share,2,periodic,WEOB1,66.66417103117435
85000,minority-share,2,periodic,WEOB1,66.81310665387376
90000,minority-share,2,periodic,WEOB1,66.94609893965902
95000,minority-share,2,periodic,WEOB1,67.03202635186258
100000,minority-share,2,periodic,WEOB1,67.10933911047678
5000,minority-share,2,periodic,CSMOTE,62.44051018069557
10000,minority-share,2,periodic,CSMOTE,64.0320851673017
15000,minority-share,2,periodic,CSMOTE,64.89145456160328
20000,minority-share,2,periodic,CSMOTE,65.44427438141577
25000,minority-share,2,periodic,CSMOTE,65.65225577832179
30000,minority-share,2,periodic,CSMOTE,65.85310067437375
35000,minority-share,2,periodic,CSMOTE,66.01643084492812
40000,minority-share,2,periodic,CSMOTE,66.13636389315195
45000,minority-share,2,periodic,CSMOTE,66.23120239724946
50000,minority-share,2,periodic,CSMOTE,59.308807770596104
55000,minority-share,2,periodic,CSMOTE,61.45830598195319
60000,minority-share,2,periodic,CSMOTE,0.0
65000,minority-share,2,periodic,CSMOTE,0.0
70000,minority-share,2,periodic,CSMOTE,0.0
75000,minority-share,2,periodic,CSMOTE,0.0
80000,minority-share,2,periodic,CSMOTE,0.0
85000,minority-share,2,periodic,CSMOTE,0.0
90000,minority-share,2,periodic,CSMOTE,0.0
95000,minority-share,2,periodic,CSMOTE,0.0
100000,minority-share,2,periodic,CSMOTE,0.0
5000,minority-share,2,periodic,OOB,67.79989983344463
10000,minority-share,2,periodic,OOB,68.30034602550475
15000,minority-share,2,periodic,OOB,68.48863324684346
20000,minority-share,2,periodic,OOB,68.58024341586196
25000,minority-share,2,periodic,OOB,68.66421497641551
30000,minority-share,2,periodic,OOB,68.72151687029844
35000,minority-share,2,periodic,OOB,68.7671326893109
40000,minority-share,2,periodic,OOB,68.80581476965304
45000,minority-share,2,periodic,OOB,68.84251899015985
50000,minority-share,2,periodic,OOB,69.06589713285845
55000,minority-share,2,periodic,OOB,65.84073444816863
60000,minority-share,2,periodic,OOB,66.03074510658209
65000,minority-share,2,periodic,OOB,66.53027715526324
70000,minority-share,2,periodic,OOB,66.78928727584557
75000,minority-share,2,periodic,OOB,66.94080055103339
80000,minority-share,2,periodic,OOB,67.04262320544285
85000,minority-share,2,periodic,OOB,67.10273561287232
90000,minority-share,2,periodic,OOB,67.1852521310003
95000,minority-share,2,periodic,OOB,67.23680010850492
100000,minority-share,2,periodic,OOB,67.27799829463262
5000,minority-share,2,periodic,ESOS_ELM,0.0
10000,minority-share,2,periodic,ESOS_ELM,0.0
15000,minority-share,2,periodic,ESOS_ELM,55.18165704780709
20000,minority-share,2,periodic,ESOS_ELM,57.595598052099795
25000,minority-share,2,periodic,ESOS_ELM,58.83033644313665
30000,minority-share,2,periodic,ESOS_ELM,59.80898287570726
35000,minority-share,2,periodic,ESOS_ELM,60.46783514268158
40000,minority-share,2,periodic,ESOS_ELM,60.927378793102775
45000,minority-share,2,periodic,ESOS_ELM,61.3018489216347
50000,minority-share,2,periodic,ESOS_ELM,64.15467166887888
55000,minority-share,2,periodic,ESOS_ELM,64.6128312563249
60000,minority-share,2,periodic,ESOS_ELM,0.0
65000,minority-share,2,periodic,ESOS_ELM,0.0
70000,minority-share,2,periodic,ESOS_ELM,0.0
75000,minority-share,2,periodic,ESOS_ELM,0.0
80000,minority-share,2,periodic,ESOS_ELM,0.0
85000,minority-share,2,periodic,ESOS_ELM,0.0
90000,minority-share,2,periodic,ESOS_ELM,0.0
95000,minority-share,2,periodic,ESOS_ELM,0.0
100000,minority-share,2,periodic,ESOS_ELM,0.0
5000,minority-share,2,periodic,improved_UOB,68.15600060494958
10000,minority-share,2,periodic,improved_UOB,68.30399858136074
15000,minority-share,2,periodic,improved_UOB,68.37496922330085
20000,minority-share,2,periodic,improved_UOB,68.41903626303024
25000,minority-share,2,periodic,improved_UOB,68.45357150573199
30000,minority-share,2,periodic,improved_UOB,68.48496838932977
35000,minority-share,2,periodic,improved_UOB,68.5184721660024
40000,minority-share,2,periodic,improved_UOB,68.55488306873731
45000,minority-share,2,periodic,improved_UOB,68.58896086687862
50000,minority-share,2,periodic,improved_UOB,68.82032187133741
55000,minority-share,2,periodic,improved_UOB,62.730360573015105
60000,minority-share,2,periodic,improved_UOB,63.78845777866869
65000,minority-share,2,periodic,improved_UOB,63.871088047747
70000,minority-share,2,periodic,improved_UOB,63.945053242930406
75000,minority-share,2,periodic,improved_UOB,64.0777669378465
80000,minority-share,2,periodic,improved_UOB,64.20943147923614
85000,minority-share,2,periodic,improved_UOB,64.334676049184
90000,minority-share,2,periodic,improved_UOB,64.48154164207952
95000,minority-share,2,periodic,improved_UOB,64.60683570222633
100000,minority-share,2,periodic,improved_UOB,64.73584973866727
5000,minority-share,2,periodic,WEOB2,68.15600060494958
10000,minority-share,2,periodic,WEOB2,68.30399858136074
15000,minority-share,2,periodic,WEOB2,68.37496922330085
20000,minority-share,2,periodic,WEOB2,68.41903626303024
25000,minority-share,2,periodic,WEOB2,68.45357150573199
30000,minority-share,2,periodic,WEOB2,68.48496838932977
35000,minority-share,2,periodic,WEOB2,68.5184721660024
40000,minority-share,2,periodic,WEOB2,68.55488306873731
45000,minority-share,2,periodic,WEOB2,68.58896086687862
50000,minority-share,2,periodic,WEOB2,68.82032187133741
55000,minority-share,2,periodic,WEOB2,62.730360573015105
60000,minority-share,2,periodic,WEOB2,63.78845777866869
65000,minority-share,2,periodic,WEOB2,63.871088047747
70000,minority-share,2,periodic,WEOB2,63.945053242930406
