instances,drift,unbalance,type,alg,Kappa
55000,splitting-clusters,2,sudden,improved_UOB,4.903943377148629
60000,splitting-clusters,2,sudden,improved_UOB,6.052235057759922
65000,splitting-clusters,2,sudden,improved_UOB,7.851239669421476
70000,splitting-clusters,2,sudden,improved_UOB,7.9697570649479434
75000,splitting-clusters,2,sudden,improved_UOB,7.947546195112265
80000,splitting-clusters,2,sudden,improved_UOB,7.941666666666654
85000,splitting-clusters,2,sudden,improved_UOB,8.917921045157627
90000,splitting-clusters,2,sudden,improved_UOB,9.230096237970248
95000,splitting-clusters,2,sudden,improved_UOB,9.212439870231563
100000,splitting-clusters,2,sudden,improved_UOB,9.593872820719541
5000,splitting-clusters,2,sudden,WEOB2,30.505952380952387
10000,splitting-clusters,2,sudden,WEOB2,29.592850049652434
15000,splitting-clusters,2,sudden,WEOB2,29.027456169368172
20000,splitting-clusters,2,sudden,WEOB2,29.213204269049406
25000,splitting-clusters,2,sudden,WEOB2,28.03503120595932
30000,splitting-clusters,2,sudden,WEOB2,28.322440087145942
35000,splitting-clusters,2,sudden,WEOB2,28.31351196446483
40000,splitting-clusters,2,sudden,WEOB2,28.37786740610033
45000,splitting-clusters,2,sudden,WEOB2,28.26479891549932
50000,splitting-clusters,2,sudden,WEOB2,28.461773078487177
55000,splitting-clusters,2,sudden,WEOB2,3.640040444893825
60000,splitting-clusters,2,sudden,WEOB2,8.136614766449043
65000,splitting-clusters,2,sudden,WEOB2,9.223140495867769
70000,splitting-clusters,2,sudden,WEOB2,9.481903817550819
75000,splitting-clusters,2,sudden,WEOB2,9.388038942976367
80000,splitting-clusters,2,sudden,WEOB2,9.291666666666645
85000,splitting-clusters,2,sudden,WEOB2,10.245668844078404
90000,splitting-clusters,2,sudden,WEOB2,10.529933758280206
95000,splitting-clusters,2,sudden,WEOB2,10.45978297348697
100000,splitting-clusters,2,sudden,WEOB2,10.767912929557594
5000,splitting-clusters,2,sudden,UOB,29.265873015873012
10000,splitting-clusters,2,sudden,UOB,28.152929493545194
15000,splitting-clusters,2,sudden,UOB,27.671187562024492
20000,splitting-clusters,2,sudden,UOB,28.121121866468123
25000,splitting-clusters,2,sudden,UOB,27.350513388363204
30000,splitting-clusters,2,sudden,UOB,27.786157197921888
35000,splitting-clusters,2,sudden,UOB,27.883650952858595
40000,splitting-clusters,2,sudden,UOB,28.050163851777164
45000,splitting-clusters,2,sudden,UOB,27.954134658834157
50000,splitting-clusters,2,sudden,UOB,28.23302155347701
55000,splitting-clusters,2,sudden,UOB,3.640040444893825
60000,splitting-clusters,2,sudden,UOB,3.591160220994497
65000,splitting-clusters,2,sudden,UOB,5.487603305785126
70000,splitting-clusters,2,sudden,UOB,5.986613782845813
75000,splitting-clusters,2,sudden,UOB,6.020266242797545
80000,splitting-clusters,2,sudden,UOB,5.93333333333332
85000,splitting-clusters,2,sudden,UOB,6.723942061914235
90000,splitting-clusters,2,sudden,UOB,6.855393075865523
95000,splitting-clusters,2,sudden,UOB,6.695379796397797
100000,splitting-clusters,2,sudden,UOB,7.024085458026812
5000,splitting-clusters,2,sudden,RebalanceStream,30.45634920634921
10000,splitting-clusters,2,sudden,RebalanceStream,31.479642502482626
15000,splitting-clusters,2,sudden,RebalanceStream,32.03771088322857
20000,splitting-clusters,2,sudden,RebalanceStream,33.01067262347977
25000,splitting-clusters,2,sudden,RebalanceStream,32.74612442117979
30000,splitting-clusters,2,sudden,RebalanceStream,33.02329478800067
35000,splitting-clusters,2,sudden,RebalanceStream,33.084969193294164
40000,splitting-clusters,2,sudden,RebalanceStream,33.17998487522056
45000,splitting-clusters,2,sudden,RebalanceStream,33.19588793492995
50000,splitting-clusters,2,sudden,RebalanceStream,33.412972753151685
55000,splitting-clusters,2,sudden,RebalanceStream,17.391304347826086
60000,splitting-clusters,2,sudden,RebalanceStream,20.567553992968378
65000,splitting-clusters,2,sudden,RebalanceStream,21.206611570247933
70000,splitting-clusters,2,sudden,RebalanceStream,21.318790282597913
75000,splitting-clusters,2,sudden,RebalanceStream,21.40870256308366
80000,splitting-clusters,2,sudden,RebalanceStream,21.61666666666665
85000,splitting-clusters,2,sudden,RebalanceStream,22.046293666572005
90000,splitting-clusters,2,sudden,RebalanceStream,22.05974253218349
95000,splitting-clusters,2,sudden,RebalanceStream,21.94317037699965
100000,splitting-clusters,2,sudden,RebalanceStream,22.14048170916053
5000,splitting-clusters,2,periodic,improved_OOB,30.704365079365083
10000,splitting-clusters,2,periodic,improved_OOB,31.405163853028803
15000,splitting-clusters,2,periodic,improved_OOB,31.657294078729755
20000,splitting-clusters,2,periodic,improved_OOB,32.3157110945644
25000,splitting-clusters,2,periodic,improved_OOB,31.991141534125234
30000,splitting-clusters,2,periodic,improved_OOB,32.344561756326456
35000,splitting-clusters,2,periodic,improved_OOB,32.361369823756995
40000,splitting-clusters,2,periodic,improved_OOB,32.37332997227123
45000,splitting-clusters,2,periodic,improved_OOB,32.094441934026214
50000,splitting-clusters,2,periodic,improved_OOB,22.011952191235046
55000,splitting-clusters,2,periodic,improved_OOB,19.70618034447821
60000,splitting-clusters,2,periodic,improved_OOB,30.310621242484963
65000,splitting-clusters,2,periodic,improved_OOB,31.947860304968025
70000,splitting-clusters,2,periodic,improved_OOB,32.05969170219746
75000,splitting-clusters,2,periodic,improved_OOB,31.60506077896303
80000,splitting-clusters,2,periodic,improved_OOB,31.509433962264154
85000,splitting-clusters,2,periodic,improved_OOB,31.74273858921162
90000,splitting-clusters,2,periodic,improved_OOB,31.85374875515719
95000,splitting-clusters,2,periodic,improved_OOB,31.979218828242363
100000,splitting-clusters,2,periodic,improved_OOB,32.158369528900764
5000,splitting-clusters,2,periodic,WEOB1,31.101190476190474
10000,splitting-clusters,2,periodic,WEOB1,30.83416087388281
15000,splitting-clusters,2,periodic,WEOB1,30.5656632484287
20000,splitting-clusters,2,periodic,WEOB1,30.86373790022339
25000,splitting-clusters,2,periodic,WEOB1,30.2496476746527
30000,splitting-clusters,2,periodic,WEOB1,30.63516004692476
35000,splitting-clusters,2,periodic,WEOB1,30.720733629459794
40000,splitting-clusters,2,periodic,WEOB1,30.835644063524075
45000,splitting-clusters,2,periodic,WEOB1,30.642792589245367
50000,splitting-clusters,2,periodic,WEOB1,22.509960159362528
55000,splitting-clusters,2,periodic,WEOB1,20.212765957446802
60000,splitting-clusters,2,periodic,WEOB1,29.559118236472948
65000,splitting-clusters,2,periodic,WEOB1,31.160846040334484
70000,splitting-clusters,2,periodic,WEOB1,31.026566087241708
75000,splitting-clusters,2,periodic,WEOB1,30.525924088315556
80000,splitting-clusters,2,periodic,WEOB1,30.407149950347566
85000,splitting-clusters,2,periodic,WEOB1,30.688796680497923
90000,splitting-clusters,2,periodic,WEOB1,30.84364774505621
95000,splitting-clusters,2,periodic,WEOB1,30.965197796695044
100000,splitting-clusters,2,periodic,WEOB1,31.17830493373426
5000,splitting-clusters,2,periodic,CSMOTE,30.505952380952387
10000,splitting-clusters,2,periodic,CSMOTE,31.256206554121157
15000,splitting-clusters,2,periodic,CSMOTE,30.135626860734384
20000,splitting-clusters,2,periodic,CSMOTE,30.37974683544305
25000,splitting-clusters,2,periodic,CSMOTE,29.555063418562515
30000,splitting-clusters,2,periodic,CSMOTE,29.696664990782644
35000,splitting-clusters,2,periodic,CSMOTE,29.674738501217952
40000,splitting-clusters,2,periodic,CSMOTE,29.50592387194353
45000,splitting-clusters,2,periodic,CSMOTE,29.14595571622231
50000,splitting-clusters,2,periodic,CSMOTE,17.081673306772906
55000,splitting-clusters,2,periodic,CSMOTE,15.830800405268487
60000,splitting-clusters,2,periodic,CSMOTE,27.60521042084168
65000,splitting-clusters,2,periodic,CSMOTE,29.93113625184457
70000,splitting-clusters,2,periodic,CSMOTE,30.288619219416212
75000,splitting-clusters,2,periodic,CSMOTE,29.47159513768296
80000,splitting-clusters,2,periodic,CSMOTE,28.788480635551156
85000,splitting-clusters,2,periodic,CSMOTE,28.738589211618255
90000,splitting-clusters,2,periodic,CSMOTE,28.48911651728553
95000,splitting-clusters,2,periodic,CSMOTE,28.743114672008012
100000,splitting-clusters,2,periodic,CSMOTE,28.750417641162716
5000,splitting-clusters,2,periodic,OOB,28.32341269841269
10000,splitting-clusters,2,periodic,OOB,29.89076464746774
15000,splitting-clusters,2,periodic,OOB,30.46642408203771
20000,splitting-clusters,2,periodic,OOB,31.24844874658725
25000,splitting-clusters,2,periodic,OOB,30.863700422790412
30000,splitting-clusters,2,periodic,OOB,31.297134238310697
35000,splitting-clusters,2,periodic,OOB,31.365525146869196
40000,splitting-clusters,2,periodic,OOB,31.390219309301738
45000,splitting-clusters,2,periodic,OOB,31.14550384093989
50000,splitting-clusters,2,periodic,OOB,20.816733067729093
55000,splitting-clusters,2,periodic,OOB,17.65450861195541
60000,splitting-clusters,2,periodic,OOB,28.957915831663335
65000,splitting-clusters,2,periodic,OOB,31.259222823413673
70000,splitting-clusters,2,periodic,OOB,31.35454247294195
75000,splitting-clusters,2,periodic,OOB,31.046886628628137
80000,splitting-clusters,2,periodic,OOB,31.032770605759673
85000,splitting-clusters,2,periodic,OOB,31.344398340248965
90000,splitting-clusters,2,periodic,OOB,31.533646322378722
95000,splitting-clusters,2,periodic,OOB,31.68502754131196
100000,splitting-clusters,2,periodic,OOB,31.813119501058036
5000,splitting-clusters,2,periodic,ESOS_ELM,0.0
10000,splitting-clusters,2,periodic,ESOS_ELM,0.0
15000,splitting-clusters,2,periodic,ESOS_ELM,3.4303671849156494
20000,splitting-clusters,2,periodic,ESOS_ELM,5.43931496649293
25000,splitting-clusters,2,periodic,ESOS_ELM,5.101671028790005
30000,splitting-clusters,2,periodic,ESOS_ELM,4.767052119993289
35000,splitting-clusters,2,periodic,ESOS_ELM,4.981372689497064
40000,splitting-clusters,2,periodic,ESOS_ELM,4.834257625409635
45000,splitting-clusters,2,periodic,ESOS_ELM,5.020334387708982
50000,splitting-clusters,2,periodic,ESOS_ELM,1.7131474103585624
55000,splitting-clusters,2,periodic,ESOS_ELM,-1.9199594731509593
60000,splitting-clusters,2,periodic,ESOS_ELM,4.403807615230463
65000,splitting-clusters,2,periodic,ESOS_ELM,5.120511559272023
70000,splitting-clusters,2,periodic,ESOS_ELM,4.094785175467374
75000,splitting-clusters,2,periodic,ESOS_ELM,3.196477300917887
80000,splitting-clusters,2,periodic,ESOS_ELM,2.800397219463762
85000,splitting-clusters,2,periodic,ESOS_ELM,2.6838174273858817
90000,splitting-clusters,2,periodic,ESOS_ELM,2.8816332337459203
95000,splitting-clusters,2,periodic,ESOS_ELM,2.7610165247871814
100000,splitting-clusters,2,periodic,ESOS_ELM,2.2947989753870166
5000,splitting-clusters,2,periodic,improved_UOB,30.257936507936506
10000,splitting-clusters,2,periodic,improved_UOB,28.922542204568025
15000,splitting-clusters,2,periodic,improved_UOB,28.531260337413165
20000,splitting-clusters,2,periodic,improved_UOB,28.791263340779345
25000,splitting-clusters,2,periodic,improved_UOB,27.914233944030606
30000,splitting-clusters,2,periodic,improved_UOB,28.33081950729008
35000,splitting-clusters,2,periodic,improved_UOB,28.492620719300753
40000,splitting-clusters,2,periodic,improved_UOB,28.730778926140665
45000,splitting-clusters,2,periodic,improved_UOB,28.654541346588324
50000,splitting-clusters,2,periodic,improved_UOB,18.87450199203187
55000,splitting-clusters,2,periodic,improved_UOB,15.856129685916915
60000,splitting-clusters,2,periodic,improved_UOB,27.75551102204409
65000,splitting-clusters,2,periodic,improved_UOB,28.234136743728477
70000,splitting-clusters,2,periodic,improved_UOB,27.418825844539207
75000,splitting-clusters,2,periodic,improved_UOB,26.817166956090297
80000,splitting-clusters,2,periodic,improved_UOB,26.80238331678253
85000,splitting-clusters,2,periodic,improved_UOB,27.244813278008287
90000,splitting-clusters,2,periodic,improved_UOB,27.699530516431942
95000,splitting-clusters,2,periodic,improved_UOB,27.979469203805714
100000,splitting-clusters,2,periodic,improved_UOB,28.327207929613557
5000,splitting-clusters,2,periodic,WEOB2,30.505952380952387
10000,splitting-clusters,2,periodic,WEOB2,29.592850049652434
15000,splitting-clusters,2,periodic,WEOB2,29.027456169368172
20000,splitting-clusters,2,periodic,WEOB2,29.213204269049406
25000,splitting-clusters,2,periodic,WEOB2,28.03503120595932
30000,splitting-clusters,2,periodic,WEOB2,28.322440087145942
35000,splitting-clusters,2,periodic,WEOB2,28.31351196446483
40000,splitting-clusters,2,periodic,WEOB2,28.37786740610033
45000,splitting-clusters,2,periodic,WEOB2,28.26479891549932
50000,splitting-clusters,2,periodic,WEOB2,17.5796812749004
55000,splitting-clusters,2,periodic,WEOB2,15.020263424518749
60000,splitting-clusters,2,periodic,WEOB2,23.89779559118238
65000,splitting-clusters,2,periodic,WEOB2,27.324151500245954
70000,splitting-clusters,2,periodic,WEOB2,28.320760905214847
75000,splitting-clusters,2,periodic,WEOB2,28.280823616968497
80000,splitting-clusters,2,periodic,WEOB2,28.570009930486606
85000,splitting-clusters,2,periodic,WEOB2,29.07883817427387
90000,splitting-clusters,2,periodic,WEOB2,29.477877365201316
95000,splitting-clusters,2,periodic,WEOB2,29.656985478217315
100000,splitting-clusters,2,periodic,WEOB2,29.8808330549059
5000,splitting-clusters,2,periodic,UOB,29.265873015873012
10000,splitting-clusters,2,periodic,UOB,28.152929493545194
15000,splitting-clusters,2,periodic,UOB,27.671187562024492
20000,splitting-clusters,2,periodic,UOB,28.121121866468123
25000,splitting-clusters,2,periodic,UOB,27.350513388363204
30000,splitting-clusters,2,periodic,UOB,27.786157197921888
35000,splitting-clusters,2,periodic,UOB,27.883650952858595
40000,splitting-clusters,2,periodic,UOB,28.050163851777164
45000,splitting-clusters,2,periodic,UOB,27.954134658834157
50000,splitting-clusters,2,periodic,UOB,17.82868525896414
55000,splitting-clusters,2,periodic,UOB,15.04559270516717
60000,splitting-clusters,2,periodic,UOB,27.6553106212425
65000,splitting-clusters,2,periodic,UOB,28.60304968027547
70000,splitting-clusters,2,periodic,UOB,28.287963266644795
75000,splitting-clusters,2,periodic,UOB,27.809476556685688
80000,splitting-clusters,2,periodic,UOB,27.77557100297914
85000,splitting-clusters,2,periodic,UOB,28.20746887966805
90000,splitting-clusters,2,periodic,UOB,28.51757006686585
95000,splitting-clusters,2,periodic,UOB,28.75563345017526
100000,splitting-clusters,2,periodic,UOB,28.989865241118146
5000,splitting-clusters,2,periodic,RebalanceStream,30.45634920634921
10000,splitting-clusters,2,periodic,RebalanceStream,31.479642502482626
15000,splitting-clusters,2,periodic,RebalanceStream,32.03771088322857
20000,splitting-clusters,2,periodic,RebalanceStream,33.01067262347977
25000,splitting-clusters,2,periodic,RebalanceStream,32.74612442117979
30000,splitting-clusters,2,periodic,RebalanceStream,33.02329478800067
35000,splitting-clusters,2,periodic,RebalanceStream,33.084969193294164
40000,splitting-clusters,2,periodic,RebalanceStream,33.17998487522056
45000,splitting-clusters,2,periodic,RebalanceStream,33.19588793492995
50000,splitting-clusters,2,periodic,RebalanceStream,20.916334661354572
55000,splitting-clusters,2,periodic,RebalanceStream,21.276595744680865
60000,splitting-clusters,2,periodic,RebalanceStream,33.36673346693386
65000,splitting-clusters,2,periodic,RebalanceStream,34.136743728480084
70000,splitting-clusters,2,periodic,RebalanceStream,33.961954739258765
75000,splitting-clusters,2,periodic,RebalanceStream,33.577276110146364
80000,splitting-clusters,2,periodic,RebalanceStream,33.52532274081431
85000,splitting-clusters,2,periodic,RebalanceStream,33.767634854771764
90000,splitting-clusters,2,periodic,RebalanceStream,33.84549722577891
95000,splitting-clusters,2,periodic,RebalanceStream,33.813219829744625
100000,splitting-clusters,2,periodic,RebalanceStream,33.97928499832944
5000,splitting-clusters,3,incremental,improved_OOB,37.29086229086231
10000,splitting-clusters,3,incremental,improved_OOB,37.59386222657526
15000,splitting-clusters,3,incremental,improved_OOB,38.3362676056338
20000,splitting-clusters,3,incremental,improved_OOB,38.29858215179315
25000,splitting-clusters,3,incremental,improved_OOB,38.35068054443554
30000,splitting-clusters,3,incremental,improved_OOB,38.63436123348017
35000,splitting-clusters,3,incremental,improved_OOB,38.83205456095482
40000,splitting-clusters,3,incremental,improved_OOB,38.96082337317397
45000,splitting-clusters,3,incremental,improved_OOB,39.014927579071816
50000,splitting-clusters,3,incremental,improved_OOB,36.96219035202086
55000,splitting-clusters,3,incremental,improved_OOB,32.62795275590552
60000,splitting-clusters,3,incremental,improved_OOB,28.39421088904205
65000,splitting-clusters,3,incremental,improved_OOB,28.400546821599455
70000,splitting-clusters,3,incremental,improved_OOB,29.40647482014389
75000,splitting-clusters,3,incremental,improved_OOB,29.627758127000163
80000,splitting-clusters,3,incremental,improved_OOB,29.674192240097334
85000,splitting-clusters,3,incremental,improved_OOB,29.686450167973128
90000,splitting-clusters,3,incremental,improved_OOB,29.91677826669217
95000,splitting-clusters,3,incremental,improved_OOB,30.03257601069162
100000,splitting-clusters,3,incremental,improved_OOB,30.27274078478002
5000,splitting-clusters,3,incremental,WEOB1,37.4195624195624
10000,splitting-clusters,3,incremental,WEOB1,37.33268037871368
15000,splitting-clusters,3,incremental,WEOB1,37.84110915492959
20000,splitting-clusters,3,incremental,WEOB1,37.83152627189326
25000,splitting-clusters,3,incremental,WEOB1,37.85028022417935
30000,splitting-clusters,3,incremental,WEOB1,38.20484581497796
35000,splitting-clusters,3,incremental,WEOB1,38.4200056834328
40000,splitting-clusters,3,incremental,WEOB1,38.558266932270904
45000,splitting-clusters,3,incremental,WEOB1,38.612178539757615
50000,splitting-clusters,3,incremental,WEOB1,36.73402868318123
55000,splitting-clusters,3,incremental,WEOB1,32.34908136482938
60000,splitting-clusters,3,incremental,WEOB1,27.42935906271537
65000,splitting-clusters,3,incremental,WEOB1,27.836637047163357
70000,splitting-clusters,3,incremental,WEOB1,28.979316546762583
75000,splitting-clusters,3,incremental,WEOB1,29.105608893380484
80000,splitting-clusters,3,incremental,WEOB1,29.11315398134378
85000,splitting-clusters,3,incremental,WEOB1,29.11534154535274
90000,splitting-clusters,3,incremental,WEOB1,29.27587526305721
95000,splitting-clusters,3,incremental,WEOB1,29.410290678249247
100000,splitting-clusters,3,incremental,WEOB1,29.644768133174786
5000,splitting-clusters,3,incremental,CSMOTE,35.74646074646075
10000,splitting-clusters,3,incremental,CSMOTE,36.67972575905974
15000,splitting-clusters,3,incremental,CSMOTE,37.61003521126761
20000,splitting-clusters,3,incremental,CSMOTE,37.706422018348626
25000,splitting-clusters,3,incremental,CSMOTE,37.61676007472646
30000,splitting-clusters,3,incremental,CSMOTE,37.90748898678413
35000,splitting-clusters,3,incremental,CSMOTE,37.993748223927255
40000,splitting-clusters,3,incremental,CSMOTE,38.105909694555116
45000,splitting-clusters,3,incremental,CSMOTE,38.19095477386935
50000,splitting-clusters,3,incremental,CSMOTE,36.34289439374185
55000,splitting-clusters,3,incremental,CSMOTE,29.215879265091854
60000,splitting-clusters,3,incremental,CSMOTE,21.984838042729162
65000,splitting-clusters,3,incremental,CSMOTE,23.359535201640455
70000,splitting-clusters,3,incremental,CSMOTE,24.932553956834543
75000,splitting-clusters,3,incremental,CSMOTE,25.324237830554154
80000,splitting-clusters,3,incremental,CSMOTE,25.199405164255783
85000,splitting-clusters,3,incremental,CSMOTE,25.3191489361702
90000,splitting-clusters,3,incremental,CSMOTE,25.750908743064848
95000,splitting-clusters,3,incremental,CSMOTE,26.052455730036748
100000,splitting-clusters,3,incremental,CSMOTE,26.426872770511295
5000,splitting-clusters,3,incremental,OOB,37.70913770913769
10000,splitting-clusters,3,incremental,OOB,38.14887365328109
15000,splitting-clusters,3,incremental,OOB,38.74339788732393
20000,splitting-clusters,3,incremental,OOB,38.76563803169307
25000,splitting-clusters,3,incremental,OOB,38.617560715238874
30000,splitting-clusters,3,incremental,OOB,38.942731277533035
35000,splitting-clusters,3,incremental,OOB,39.04044709671309
40000,splitting-clusters,3,incremental,OOB,39.147576361221795
45000,splitting-clusters,3,incremental,OOB,39.23662429796038
50000,splitting-clusters,3,incremental,OOB,36.799217731421116
55000,splitting-clusters,3,incremental,OOB,32.25065616797901
60000,splitting-clusters,3,incremental,OOB,23.811164713990344
65000,splitting-clusters,3,incremental,OOB,25.23923444976075
70000,splitting-clusters,3,incremental,OOB,26.809802158273392
75000,splitting-clusters,3,incremental,OOB,27.311773623041923
80000,splitting-clusters,3,incremental,OOB,27.490874678923895
85000,splitting-clusters,3,incremental,OOB,27.709966405375134
90000,splitting-clusters,3,incremental,OOB,28.07059498756457
95000,splitting-clusters,3,incremental,OOB,28.30771800868694
100000,splitting-clusters,3,incremental,OOB,28.61920332936979
5000,splitting-clusters,3,incremental,ESOS_ELM,0.0
10000,splitting-clusters,3,incremental,ESOS_ELM,0.0
15000,splitting-clusters,3,incremental,ESOS_ELM,8.725792253521135
20000,splitting-clusters,3,incremental,ESOS_ELM,11.703919933277726
25000,splitting-clusters,3,incremental,ESOS_ELM,14.041900186816122
30000,splitting-clusters,3,incremental,ESOS_ELM,16.086453744493387
35000,splitting-clusters,3,incremental,ESOS_ELM,16.838590508667238
40000,splitting-clusters,3,incremental,ESOS_ELM,17.47883466135459
45000,splitting-clusters,3,incremental,ESOS_ELM,18.360183269287624
50000,splitting-clusters,3,incremental,ESOS_ELM,24.804432855280304
55000,splitting-clusters,3,incremental,ESOS_ELM,20.515091863517053
60000,splitting-clusters,3,incremental,ESOS_ELM,11.481736733287388
65000,splitting-clusters,3,incremental,ESOS_ELM,10.712576896787414
70000,splitting-clusters,3,incremental,ESOS_ELM,11.321942446043163
75000,splitting-clusters,3,incremental,ESOS_ELM,11.523496715512879
80000,splitting-clusters,3,incremental,ESOS_ELM,11.543869136136275
85000,splitting-clusters,3,incremental,ESOS_ELM,11.902575587905933
90000,splitting-clusters,3,incremental,ESOS_ELM,12.082934761813666
95000,splitting-clusters,3,incremental,ESOS_ELM,12.246491814233217
100000,splitting-clusters,3,incremental,ESOS_ELM,12.152571343638522
5000,splitting-clusters,3,incremental,improved_UOB,36.67953667953668
10000,splitting-clusters,3,incremental,improved_UOB,36.58178256611165
15000,splitting-clusters,3,incremental,improved_UOB,37.05985915492958
20000,splitting-clusters,3,incremental,improved_UOB,37.0141784820684
25000,splitting-clusters,3,incremental,improved_UOB,37.03629570322925
30000,splitting-clusters,3,incremental,improved_UOB,37.42290748898677
35000,splitting-clusters,3,incremental,improved_UOB,37.67642322629535
40000,splitting-clusters,3,incremental,improved_UOB,37.86520584329349
45000,splitting-clusters,3,incremental,improved_UOB,37.95447827372156
50000,splitting-clusters,3,incremental,improved_UOB,36.375488917861794
55000,splitting-clusters,3,incremental,improved_UOB,31.299212598425193
60000,splitting-clusters,3,incremental,improved_UOB,25.74086836664369
65000,splitting-clusters,3,incremental,improved_UOB,26.384142173615864
70000,splitting-clusters,3,incremental,improved_UOB,27.461780575539557
75000,splitting-clusters,3,incremental,improved_UOB,27.522317668856324
80000,splitting-clusters,3,incremental,improved_UOB,27.490874678923895
85000,splitting-clusters,3,incremental,improved_UOB,27.581187010078395
90000,splitting-clusters,3,incremental,improved_UOB,27.869714941649136
95000,splitting-clusters,3,incremental,improved_UOB,28.073838957567666
100000,splitting-clusters,3,incremental,improved_UOB,28.37024375743163
5000,splitting-clusters,3,incremental,WEOB2,37.06563706563706
10000,splitting-clusters,3,incremental,WEOB2,36.58178256611165
15000,splitting-clusters,3,incremental,WEOB2,36.80677816901409
20000,splitting-clusters,3,incremental,WEOB2,36.77231025854878
25000,splitting-clusters,3,incremental,WEOB2,36.79610354950626
30000,splitting-clusters,3,incremental,WEOB2,37.219162995594715
35000,splitting-clusters,3,incremental,WEOB2,37.49644785450413
40000,splitting-clusters,3,incremental,WEOB2,37.70750332005314
45000,splitting-clusters,3,incremental,WEOB2,37.839934968962446
50000,splitting-clusters,3,incremental,WEOB2,36.14732724902217
55000,splitting-clusters,3,incremental,WEOB2,29.642388451443573
60000,splitting-clusters,3,incremental,WEOB2,25.327360441075122
65000,splitting-clusters,3,incremental,WEOB2,25.768967874231016
70000,splitting-clusters,3,incremental,WEOB2,26.483812949640303
75000,splitting-clusters,3,incremental,WEOB2,26.6043456291056
80000,splitting-clusters,3,incremental,WEOB2,26.591861565499535
85000,splitting-clusters,3,incremental,WEOB2,26.646136618141092
90000,splitting-clusters,3,incremental,WEOB2,26.96575473502967
95000,splitting-clusters,3,incremental,WEOB2,27.08820581356499
100000,splitting-clusters,3,incremental,WEOB2,27.326099881093917
5000,splitting-clusters,3,incremental,UOB,37.70913770913769
10000,splitting-clusters,3,incremental,UOB,38.14887365328109
15000,splitting-clusters,3,incremental,UOB,38.74339788732393
20000,splitting-clusters,3,incremental,UOB,38.76563803169307
25000,splitting-clusters,3,incremental,UOB,38.617560715238874
30000,splitting-clusters,3,incremental,UOB,38.942731277533035
35000,splitting-clusters,3,incremental,UOB,39.04044709671309
40000,splitting-clusters,3,incremental,UOB,39.147576361221795
45000,splitting-clusters,3,incremental,UOB,39.23662429796038
50000,splitting-clusters,3,incremental,UOB,35.62581486310301
55000,splitting-clusters,3,incremental,UOB,30.839895013123346
60000,splitting-clusters,3,incremental,UOB,14.541695382494833
65000,splitting-clusters,3,incremental,UOB,14.986329460013675
70000,splitting-clusters,3,incremental,UOB,17.153776978417273
75000,splitting-clusters,3,incremental,UOB,18.72999831564763
80000,splitting-clusters,3,incremental,UOB,19.602541570907125
85000,splitting-clusters,3,incremental,UOB,20.582306830907047
90000,splitting-clusters,3,incremental,UOB,21.699827817103493
95000,splitting-clusters,3,incremental,UOB,22.464918142332113
100000,splitting-clusters,3,incremental,UOB,23.24241973840666
5000,splitting-clusters,3,incremental,RebalanceStream,36.74388674388673
10000,splitting-clusters,3,incremental,RebalanceStream,37.52856676460986
15000,splitting-clusters,3,incremental,RebalanceStream,38.38028169014085
20000,splitting-clusters,3,incremental,RebalanceStream,38.33194328607174
25000,splitting-clusters,3,incremental,RebalanceStream,38.21056845476381
30000,splitting-clusters,3,incremental,RebalanceStream,38.43612334801763
35000,splitting-clusters,3,incremental,RebalanceStream,38.5052571753339
40000,splitting-clusters,3,incremental,RebalanceStream,38.587317397078365
45000,splitting-clusters,3,incremental,RebalanceStream,38.63804315696127
50000,splitting-clusters,3,incremental,RebalanceStream,35.528031290743165
55000,splitting-clusters,3,incremental,RebalanceStream,30.823490813648284
60000,splitting-clusters,3,incremental,RebalanceStream,27.601654031702274
65000,splitting-clusters,3,incremental,RebalanceStream,27.87081339712919
70000,splitting-clusters,3,incremental,RebalanceStream,28.866906474820148
75000,splitting-clusters,3,incremental,RebalanceStream,28.928751894896415
80000,splitting-clusters,3,incremental,RebalanceStream,28.842774097607144
85000,splitting-clusters,3,incremental,RebalanceStream,28.874580067189243
90000,splitting-clusters,3,incremental,RebalanceStream,29.218480964224234
95000,splitting-clusters,3,incremental,RebalanceStream,29.368526561977937
100000,splitting-clusters,3,incremental,RebalanceStream,29.477556480380493
5000,splitting-clusters,3,sudden,improved_OOB,37.29086229086231
10000,splitting-clusters,3,sudden,improved_OOB,37.59386222657526
15000,splitting-clusters,3,sudden,improved_OOB,38.3362676056338
20000,splitting-clusters,3,sudden,improved_OOB,38.29858215179315
25000,splitting-clusters,3,sudden,improved_OOB,38.35068054443554
30000,splitting-clusters,3,sudden,improved_OOB,38.63436123348017
35000,splitting-clusters,3,sudden,improved_OOB,38.83205456095482
40000,splitting-clusters,3,sudden,improved_OOB,38.96082337317397
45000,splitting-clusters,3,sudden,improved_OOB,39.014927579071816
50000,splitting-clusters,3,sudden,improved_OOB,39.08225742047119
55000,splitting-clusters,3,sudden,improved_OOB,24.14586070959265
60000,splitting-clusters,3,sudden,improved_OOB,25.008392077878483
65000,splitting-clusters,3,sudden,improved_OOB,25.62921348314608
70000,splitting-clusters,3,sudden,improved_OOB,26.791694574681856
75000,splitting-clusters,3,sudden,improved_OOB,27.45176848874599
