instances,drift,unbalance,type,alg,Fscore_min
20000,sine_P(x_y),4,incremental,improved_OOB,98.31990506526765
25000,sine_P(x_y),4,incremental,improved_OOB,98.53044086773967
30000,sine_P(x_y),4,incremental,improved_OOB,98.65247047080354
35000,sine_P(x_y),4,incremental,improved_OOB,98.76798914402028
40000,sine_P(x_y),4,incremental,improved_OOB,98.84128773643992
45000,sine_P(x_y),4,incremental,improved_OOB,98.90140530894492
50000,sine_P(x_y),4,incremental,improved_OOB,98.97008337420303
55000,sine_P(x_y),4,incremental,improved_OOB,99.06679764243617
60000,sine_P(x_y),4,incremental,improved_OOB,99.57531851111665
65000,sine_P(x_y),4,incremental,improved_OOB,99.59788891681329
70000,sine_P(x_y),4,incremental,improved_OOB,99.59657085224407
75000,sine_P(x_y),4,incremental,improved_OOB,99.63476070528965
80000,sine_P(x_y),4,incremental,improved_OOB,99.62814070351759
85000,sine_P(x_y),4,incremental,improved_OOB,99.62675613336128
90000,sine_P(x_y),4,incremental,improved_OOB,99.61810059086325
95000,sine_P(x_y),4,incremental,improved_OOB,99.64655390053018
100000,sine_P(x_y),4,incremental,improved_OOB,99.64398845064896
5000,sine_P(x_y),4,incremental,WEOB1,96.5801600776134
10000,sine_P(x_y),4,incremental,WEOB1,97.51072961373391
15000,sine_P(x_y),4,incremental,WEOB1,97.92853016423204
20000,sine_P(x_y),4,incremental,WEOB1,98.16370992841584
25000,sine_P(x_y),4,incremental,WEOB1,98.3756851021425
30000,sine_P(x_y),4,incremental,WEOB1,98.49892187759166
35000,sine_P(x_y),4,incremental,WEOB1,98.61843042301666
40000,sine_P(x_y),4,incremental,WEOB1,98.6945658963148
45000,sine_P(x_y),4,incremental,WEOB1,98.77621405128775
50000,sine_P(x_y),4,incremental,WEOB1,98.84944920440637
55000,sine_P(x_y),4,incremental,WEOB1,98.86043377037129
60000,sine_P(x_y),4,incremental,WEOB1,99.62528103922058
65000,sine_P(x_y),4,incremental,WEOB1,99.6105038321397
70000,sine_P(x_y),4,incremental,WEOB1,99.59657085224407
75000,sine_P(x_y),4,incremental,WEOB1,99.60952260990051
80000,sine_P(x_y),4,incremental,WEOB1,99.5979495426676
85000,sine_P(x_y),4,incremental,WEOB1,99.57643111763471
90000,sine_P(x_y),4,incremental,WEOB1,99.57127931692908
95000,sine_P(x_y),4,incremental,WEOB1,99.5992553090783
100000,sine_P(x_y),4,incremental,WEOB1,99.60195100072882
5000,sine_P(x_y),4,incremental,OOB,96.98616600790514
10000,sine_P(x_y),4,incremental,OOB,97.82365377440615
15000,sine_P(x_y),4,incremental,OOB,98.20519242006846
20000,sine_P(x_y),4,incremental,OOB,98.45960389814523
25000,sine_P(x_y),4,incremental,OOB,98.64280687644515
30000,sine_P(x_y),4,incremental,OOB,98.76254180602007
35000,sine_P(x_y),4,incremental,OOB,98.86253543363593
40000,sine_P(x_y),4,incremental,OOB,98.95240192531539
45000,sine_P(x_y),4,incremental,OOB,99.01417128773875
50000,sine_P(x_y),4,incremental,OOB,98.91785538612886
55000,sine_P(x_y),4,incremental,OOB,99.13771864991378
60000,sine_P(x_y),4,incremental,OOB,99.59919839679357
65000,sine_P(x_y),4,incremental,OOB,99.63471469958436
70000,sine_P(x_y),4,incremental,OOB,99.62092494313876
75000,sine_P(x_y),4,incremental,OOB,99.60858585858588
80000,sine_P(x_y),4,incremental,OOB,99.58694338101954
85000,sine_P(x_y),4,incremental,OOB,99.57554108005885
90000,sine_P(x_y),4,incremental,OOB,99.56319266452475
95000,sine_P(x_y),4,incremental,OOB,99.57942004237421
100000,sine_P(x_y),4,incremental,OOB,99.5786280128097
5000,sine_P(x_y),4,incremental,ESOS_ELM,0.0
10000,sine_P(x_y),4,incremental,ESOS_ELM,0.0
15000,sine_P(x_y),4,incremental,ESOS_ELM,48.51105573579214
20000,sine_P(x_y),4,incremental,ESOS_ELM,64.69141917503916
25000,sine_P(x_y),4,incremental,ESOS_ELM,73.02498772730858
30000,sine_P(x_y),4,incremental,ESOS_ELM,78.10005491703946
35000,sine_P(x_y),4,incremental,ESOS_ELM,81.34599903020941
40000,sine_P(x_y),4,incremental,ESOS_ELM,83.64683446232763
45000,sine_P(x_y),4,incremental,ESOS_ELM,85.40870078952659
50000,sine_P(x_y),4,incremental,ESOS_ELM,95.85391406272129
55000,sine_P(x_y),4,incremental,ESOS_ELM,95.6234570772227
60000,sine_P(x_y),4,incremental,ESOS_ELM,96.87564299944597
65000,sine_P(x_y),4,incremental,ESOS_ELM,96.21983547237683
70000,sine_P(x_y),4,incremental,ESOS_ELM,95.92849843836994
75000,sine_P(x_y),4,incremental,ESOS_ELM,95.77160398342444
80000,sine_P(x_y),4,incremental,ESOS_ELM,95.9050189107305
85000,sine_P(x_y),4,incremental,ESOS_ELM,95.94619649375643
90000,sine_P(x_y),4,incremental,ESOS_ELM,95.76874829592896
95000,sine_P(x_y),4,incremental,ESOS_ELM,95.77055788080438
100000,sine_P(x_y),4,incremental,ESOS_ELM,95.75769527119512
5000,sine_P(x_y),4,incremental,improved_UOB,95.77735124760078
10000,sine_P(x_y),4,incremental,improved_UOB,96.9328140214216
15000,sine_P(x_y),4,incremental,improved_UOB,97.26982044765104
20000,sine_P(x_y),4,incremental,improved_UOB,97.60564251685948
25000,sine_P(x_y),4,incremental,improved_UOB,97.86896620081278
30000,sine_P(x_y),4,incremental,improved_UOB,98.023519702909
35000,sine_P(x_y),4,incremental,improved_UOB,98.16029208464784
40000,sine_P(x_y),4,incremental,improved_UOB,98.27398538329965
45000,sine_P(x_y),4,incremental,improved_UOB,98.39598858630912
50000,sine_P(x_y),4,incremental,improved_UOB,98.41733625517408
55000,sine_P(x_y),4,incremental,improved_UOB,98.41695080370188
60000,sine_P(x_y),4,incremental,improved_UOB,99.12913660114455
65000,sine_P(x_y),4,incremental,improved_UOB,99.19819594086695
70000,sine_P(x_y),4,incremental,improved_UOB,99.2953020134228
75000,sine_P(x_y),4,incremental,improved_UOB,99.34591194968552
80000,sine_P(x_y),4,incremental,improved_UOB,99.37738501707169
85000,sine_P(x_y),4,incremental,improved_UOB,99.38002680965147
90000,sine_P(x_y),4,incremental,improved_UOB,99.39533544486036
95000,sine_P(x_y),4,incremental,improved_UOB,99.41041082069555
100000,sine_P(x_y),4,incremental,improved_UOB,99.41739958545739
5000,sine_P(x_y),4,incremental,WEOB2,96.16775126536514
10000,sine_P(x_y),4,incremental,WEOB2,96.83235867446396
15000,sine_P(x_y),4,incremental,WEOB2,97.17894046252255
20000,sine_P(x_y),4,incremental,WEOB2,97.44541349662893
25000,sine_P(x_y),4,incremental,WEOB2,97.67165362132172
30000,sine_P(x_y),4,incremental,WEOB2,97.84671231746555
35000,sine_P(x_y),4,incremental,WEOB2,97.99085787179762
40000,sine_P(x_y),4,incremental,WEOB2,98.11883958832126
45000,sine_P(x_y),4,incremental,WEOB2,98.2411433952857
50000,sine_P(x_y),4,incremental,WEOB2,98.12515217920622
55000,sine_P(x_y),4,incremental,WEOB2,98.19732034104753
60000,sine_P(x_y),4,incremental,WEOB2,98.6321810494902
65000,sine_P(x_y),4,incremental,WEOB2,98.77438719359681
70000,sine_P(x_y),4,incremental,WEOB2,98.92851163569394
75000,sine_P(x_y),4,incremental,WEOB2,99.07081868407838
80000,sine_P(x_y),4,incremental,WEOB2,99.11264851857423
85000,sine_P(x_y),4,incremental,WEOB2,99.13807531380755
90000,sine_P(x_y),4,incremental,WEOB2,99.15525360365221
95000,sine_P(x_y),4,incremental,WEOB2,99.21909440141066
100000,sine_P(x_y),4,incremental,WEOB2,99.24748929980139
5000,sine_P(x_y),4,incremental,UOB,96.98616600790514
10000,sine_P(x_y),4,incremental,UOB,97.82365377440615
15000,sine_P(x_y),4,incremental,UOB,98.20519242006846
20000,sine_P(x_y),4,incremental,UOB,98.45960389814523
25000,sine_P(x_y),4,incremental,UOB,98.64280687644514
30000,sine_P(x_y),4,incremental,UOB,98.76254180602007
35000,sine_P(x_y),4,incremental,UOB,98.86253543363593
40000,sine_P(x_y),4,incremental,UOB,98.95240192531539
45000,sine_P(x_y),4,incremental,UOB,99.01417128773873
50000,sine_P(x_y),4,incremental,UOB,98.91785538612886
55000,sine_P(x_y),4,incremental,UOB,99.13771864991377
60000,sine_P(x_y),4,incremental,UOB,99.59919839679357
65000,sine_P(x_y),4,incremental,UOB,99.63471469958436
70000,sine_P(x_y),4,incremental,UOB,99.62092494313876
75000,sine_P(x_y),4,incremental,UOB,99.60858585858588
80000,sine_P(x_y),4,incremental,UOB,99.58694338101954
85000,sine_P(x_y),4,incremental,UOB,99.57554108005885
90000,sine_P(x_y),4,incremental,UOB,99.56319266452475
95000,sine_P(x_y),4,incremental,UOB,99.57942004237421
100000,sine_P(x_y),4,incremental,UOB,99.57862801280972
5000,sine_P(x_y),4,incremental,CSMOTE,95.85121602288984
10000,sine_P(x_y),4,incremental,CSMOTE,96.61471018022407
15000,sine_P(x_y),4,incremental,CSMOTE,97.13535254042519
20000,sine_P(x_y),4,incremental,CSMOTE,97.28624535315987
25000,sine_P(x_y),4,incremental,CSMOTE,97.59801488833749
30000,sine_P(x_y),4,incremental,CSMOTE,97.77759418374092
35000,sine_P(x_y),4,incremental,CSMOTE,97.8999645264278
40000,sine_P(x_y),4,incremental,CSMOTE,98.00591071706326
45000,sine_P(x_y),4,incremental,CSMOTE,98.09333776743155
50000,sine_P(x_y),4,incremental,CSMOTE,98.38709677419355
55000,sine_P(x_y),4,incremental,CSMOTE,98.54077253218884
60000,sine_P(x_y),4,incremental,CSMOTE,99.04952476238121
65000,sine_P(x_y),4,incremental,CSMOTE,99.00865855188854
70000,sine_P(x_y),4,incremental,CSMOTE,99.03499202819502
75000,sine_P(x_y),4,incremental,CSMOTE,99.12551116703365
80000,sine_P(x_y),4,incremental,CSMOTE,99.17156198222622
85000,sine_P(x_y),4,incremental,CSMOTE,99.16621276239157
90000,sine_P(x_y),4,incremental,CSMOTE,99.2047212925978
95000,sine_P(x_y),4,incremental,CSMOTE,99.23731484399619
100000,sine_P(x_y),4,incremental,CSMOTE,99.26365596214688
5000,sine_P(x_y),4,incremental,RebalanceStream,94.02634054562556
10000,sine_P(x_y),4,incremental,RebalanceStream,95.71861734384473
15000,sine_P(x_y),4,incremental,RebalanceStream,96.31695513083423
20000,sine_P(x_y),4,incremental,RebalanceStream,96.79980153807989
25000,sine_P(x_y),4,incremental,RebalanceStream,97.14911189611425
30000,sine_P(x_y),4,incremental,RebalanceStream,97.31835702739669
35000,sine_P(x_y),4,incremental,RebalanceStream,97.5184248940791
40000,sine_P(x_y),4,incremental,RebalanceStream,97.64566289889466
45000,sine_P(x_y),4,incremental,RebalanceStream,97.7855672397485
50000,sine_P(x_y),4,incremental,RebalanceStream,98.37917485265224
55000,sine_P(x_y),4,incremental,RebalanceStream,98.44114397937891
60000,sine_P(x_y),4,incremental,RebalanceStream,98.58385093167702
65000,sine_P(x_y),4,incremental,RebalanceStream,98.6229344016024
70000,sine_P(x_y),4,incremental,RebalanceStream,98.7677089445888
75000,sine_P(x_y),4,incremental,RebalanceStream,98.81184384233357
80000,sine_P(x_y),4,incremental,RebalanceStream,98.78465247087185
85000,sine_P(x_y),4,incremental,RebalanceStream,98.81780833403205
90000,sine_P(x_y),4,incremental,RebalanceStream,98.8036898241568
95000,sine_P(x_y),4,incremental,RebalanceStream,98.83787027095308
100000,sine_P(x_y),4,incremental,RebalanceStream,98.89733733621391
5000,sine_P(x_y),4,sudden,improved_OOB,96.90470387521326
10000,sine_P(x_y),4,sudden,improved_OOB,97.66009852216747
15000,sine_P(x_y),4,sudden,improved_OOB,98.08663960904497
20000,sine_P(x_y),4,sudden,improved_OOB,98.31990506526765
25000,sine_P(x_y),4,sudden,improved_OOB,98.53029394121177
30000,sine_P(x_y),4,sudden,improved_OOB,98.64004990642546
35000,sine_P(x_y),4,sudden,improved_OOB,98.76084705210157
40000,sine_P(x_y),4,sudden,improved_OOB,98.84143286573146
45000,sine_P(x_y),4,sudden,improved_OOB,98.89883192551086
50000,sine_P(x_y),4,sudden,improved_OOB,98.9663304731798
55000,sine_P(x_y),4,sudden,improved_OOB,99.53760038938914
60000,sine_P(x_y),4,sudden,improved_OOB,99.50738916256158
65000,sine_P(x_y),4,sudden,improved_OOB,99.56910838581372
70000,sine_P(x_y),4,sudden,improved_OOB,99.59392765665021
75000,sine_P(x_y),4,sudden,improved_OOB,99.60498024901244
80000,sine_P(x_y),4,sudden,improved_OOB,99.62129094011402
85000,sine_P(x_y),4,sudden,improved_OOB,99.6462643370136
90000,sine_P(x_y),4,sudden,improved_OOB,99.64905684025821
95000,sine_P(x_y),4,sudden,improved_OOB,99.65129578486345
100000,sine_P(x_y),4,sudden,improved_OOB,99.66864142986243
5000,sine_P(x_y),4,sudden,WEOB1,96.5801600776134
10000,sine_P(x_y),4,sudden,WEOB1,97.51072961373391
15000,sine_P(x_y),4,sudden,WEOB1,97.92853016423204
20000,sine_P(x_y),4,sudden,WEOB1,98.16370992841584
25000,sine_P(x_y),4,sudden,WEOB1,98.37552322104843
30000,sine_P(x_y),4,sudden,WEOB1,98.49867285998674
35000,sine_P(x_y),4,sudden,WEOB1,98.62535612535612
40000,sine_P(x_y),4,sudden,WEOB1,98.70081199250468
45000,sine_P(x_y),4,sudden,WEOB1,98.7847946386363
50000,sine_P(x_y),4,sudden,WEOB1,98.84367022075388
55000,sine_P(x_y),4,sudden,WEOB1,99.41690962099128
60000,sine_P(x_y),4,sudden,WEOB1,99.45879458794589
65000,sine_P(x_y),4,sudden,WEOB1,99.50347567030784
70000,sine_P(x_y),4,sudden,WEOB1,99.53209807224404
75000,sine_P(x_y),4,sudden,WEOB1,99.54055133839393
80000,sine_P(x_y),4,sudden,WEOB1,99.55115950461308
85000,sine_P(x_y),4,sudden,WEOB1,99.5717650417529
90000,sine_P(x_y),4,sudden,WEOB1,99.57438818301307
95000,sine_P(x_y),4,sudden,WEOB1,99.58762886597937
100000,sine_P(x_y),4,sudden,WEOB1,99.59883662621601
5000,sine_P(x_y),4,sudden,OOB,96.98616600790514
10000,sine_P(x_y),4,sudden,OOB,97.82365377440615
15000,sine_P(x_y),4,sudden,OOB,98.20519242006846
20000,sine_P(x_y),4,sudden,OOB,98.45960389814523
25000,sine_P(x_y),4,sudden,OOB,98.64267042026947
30000,sine_P(x_y),4,sudden,OOB,98.74994774029015
35000,sine_P(x_y),4,sudden,OOB,98.83357858091377
40000,sine_P(x_y),4,sudden,OOB,98.90524726311814
45000,sine_P(x_y),4,sudden,OOB,98.96670493685419
50000,sine_P(x_y),4,sudden,OOB,99.01743424367632
55000,sine_P(x_y),4,sudden,OOB,99.4884287454324
60000,sine_P(x_y),4,sudden,OOB,99.592843923504
65000,sine_P(x_y),4,sudden,OOB,99.61813049975095
70000,sine_P(x_y),4,sudden,OOB,99.63090397247421
75000,sine_P(x_y),4,sudden,OOB,99.62445546041762
80000,sine_P(x_y),4,sudden,OOB,99.6083006917243
85000,sine_P(x_y),4,sudden,OOB,99.61354039934157
90000,sine_P(x_y),4,sudden,OOB,99.62657294379767
95000,sine_P(x_y),4,sudden,OOB,99.62561466249441
100000,sine_P(x_y),4,sudden,OOB,99.62793503946905
5000,sine_P(x_y),4,sudden,ESOS_ELM,0.0
10000,sine_P(x_y),4,sudden,ESOS_ELM,0.0
15000,sine_P(x_y),4,sudden,ESOS_ELM,48.484626275992234
20000,sine_P(x_y),4,sudden,ESOS_ELM,64.6911551936545
25000,sine_P(x_y),4,sudden,ESOS_ELM,73.02213520625426
30000,sine_P(x_y),4,sudden,ESOS_ELM,78.09516598450338
35000,sine_P(x_y),4,sudden,ESOS_ELM,81.34509803591236
40000,sine_P(x_y),4,sudden,ESOS_ELM,83.66658492545959
45000,sine_P(x_y),4,sudden,ESOS_ELM,85.34169450990655
50000,sine_P(x_y),4,sudden,ESOS_ELM,86.74750906049114
55000,sine_P(x_y),4,sudden,ESOS_ELM,97.77160755257515
60000,sine_P(x_y),4,sudden,ESOS_ELM,97.70916462650254
65000,sine_P(x_y),4,sudden,ESOS_ELM,97.8021440736676
70000,sine_P(x_y),4,sudden,ESOS_ELM,97.7041143427708
75000,sine_P(x_y),4,sudden,ESOS_ELM,97.72735546992487
80000,sine_P(x_y),4,sudden,ESOS_ELM,97.77062231491276
85000,sine_P(x_y),4,sudden,ESOS_ELM,97.72724697933916
90000,sine_P(x_y),4,sudden,ESOS_ELM,97.73489935341145
95000,sine_P(x_y),4,sudden,ESOS_ELM,97.67247170884967
100000,sine_P(x_y),4,sudden,ESOS_ELM,97.70282535037519
5000,sine_P(x_y),4,sudden,improved_UOB,95.77735124760078
10000,sine_P(x_y),4,sudden,improved_UOB,96.9328140214216
15000,sine_P(x_y),4,sudden,improved_UOB,97.26982044765104
20000,sine_P(x_y),4,sudden,improved_UOB,97.60564251685948
25000,sine_P(x_y),4,sudden,improved_UOB,97.86875495638381
30000,sine_P(x_y),4,sudden,improved_UOB,98.01493954025833
35000,sine_P(x_y),4,sudden,improved_UOB,98.16712163647323
40000,sine_P(x_y),4,sudden,improved_UOB,98.26787324688247
45000,sine_P(x_y),4,sudden,improved_UOB,98.37691114557946
50000,sine_P(x_y),4,sudden,improved_UOB,98.46161517939514
55000,sine_P(x_y),4,sudden,improved_UOB,99.1034649866731
60000,sine_P(x_y),4,sudden,improved_UOB,99.21453117329406
65000,sine_P(x_y),4,sudden,improved_UOB,99.24042272126816
70000,sine_P(x_y),4,sudden,improved_UOB,99.27152730216051
75000,sine_P(x_y),4,sudden,improved_UOB,99.31192660550458
80000,sine_P(x_y),4,sudden,improved_UOB,99.31126047630902
85000,sine_P(x_y),4,sudden,improved_UOB,99.33727641986744
90000,sine_P(x_y),4,sudden,improved_UOB,99.35016245938515
95000,sine_P(x_y),4,sudden,improved_UOB,99.37687771225104
100000,sine_P(x_y),4,sudden,improved_UOB,99.39664021230251
5000,sine_P(x_y),4,sudden,WEOB2,96.16775126536514
10000,sine_P(x_y),4,sudden,WEOB2,96.83235867446396
15000,sine_P(x_y),4,sudden,WEOB2,97.17894046252255
20000,sine_P(x_y),4,sudden,WEOB2,97.44541349662893
25000,sine_P(x_y),4,sudden,WEOB2,97.67165362132172
30000,sine_P(x_y),4,sudden,WEOB2,97.8381054542454
35000,sine_P(x_y),4,sudden,WEOB2,97.99766098451288
40000,sine_P(x_y),4,sudden,WEOB2,98.116140263616
45000,sine_P(x_y),4,sudden,WEOB2,98.23055409409355
50000,sine_P(x_y),4,sudden,WEOB2,98.32992671618727
55000,sine_P(x_y),4,sudden,WEOB2,99.05362776025235
60000,sine_P(x_y),4,sudden,WEOB2,99.18938835666914
65000,sine_P(x_y),4,sudden,WEOB2,99.26476662536142
70000,sine_P(x_y),4,sudden,WEOB2,99.26534678122276
75000,sine_P(x_y),4,sudden,WEOB2,99.27742064085315
80000,sine_P(x_y),4,sudden,WEOB2,99.25766184215982
85000,sine_P(x_y),4,sudden,WEOB2,99.28411155037931
90000,sine_P(x_y),4,sudden,WEOB2,99.26615245292444
95000,sine_P(x_y),4,sudden,WEOB2,99.27969519147871
100000,sine_P(x_y),4,sudden,WEOB2,99.28669753472658
5000,sine_P(x_y),4,sudden,UOB,96.98616600790514
10000,sine_P(x_y),4,sudden,UOB,97.82365377440615
15000,sine_P(x_y),4,sudden,UOB,98.20519242006846
20000,sine_P(x_y),4,sudden,UOB,98.45960389814523
25000,sine_P(x_y),4,sudden,UOB,98.64267042026947
30000,sine_P(x_y),4,sudden,UOB,98.74994774029015
35000,sine_P(x_y),4,sudden,UOB,98.83357858091377
40000,sine_P(x_y),4,sudden,UOB,98.90524726311814
45000,sine_P(x_y),4,sudden,UOB,98.96670493685419
50000,sine_P(x_y),4,sudden,UOB,99.01743424367632
55000,sine_P(x_y),4,sudden,UOB,99.4884287454324
60000,sine_P(x_y),4,sudden,UOB,99.592843923504
65000,sine_P(x_y),4,sudden,UOB,99.61813049975095
70000,sine_P(x_y),4,sudden,UOB,99.63090397247421
75000,sine_P(x_y),4,sudden,UOB,99.62445546041762
80000,sine_P(x_y),4,sudden,UOB,99.6083006917243
85000,sine_P(x_y),4,sudden,UOB,99.61354039934157
90000,sine_P(x_y),4,sudden,UOB,99.62657294379767
95000,sine_P(x_y),4,sudden,UOB,99.62561466249441
100000,sine_P(x_y),4,sudden,UOB,99.62793503946905
5000,sine_P(x_y),4,sudden,CSMOTE,95.85121602288984
10000,sine_P(x_y),4,sudden,CSMOTE,96.61471018022407
15000,sine_P(x_y),4,sudden,CSMOTE,97.13535254042519
20000,sine_P(x_y),4,sudden,CSMOTE,97.28624535315987
25000,sine_P(x_y),4,sudden,CSMOTE,97.59777645423866
30000,sine_P(x_y),4,sudden,CSMOTE,97.76455518367007
35000,sine_P(x_y),4,sudden,CSMOTE,97.90254462859777
40000,sine_P(x_y),4,sudden,CSMOTE,98.00211613866931
45000,sine_P(x_y),4,sudden,CSMOTE,98.08486461018265
50000,sine_P(x_y),4,sudden,CSMOTE,98.18599196546647
55000,sine_P(x_y),4,sudden,CSMOTE,98.95198635145016
60000,sine_P(x_y),4,sudden,CSMOTE,98.97669831093575
65000,sine_P(x_y),4,sudden,CSMOTE,99.13014663242485
70000,sine_P(x_y),4,sudden,CSMOTE,99.22567753215937
75000,sine_P(x_y),4,sudden,CSMOTE,99.25526065876943
80000,sine_P(x_y),4,sudden,CSMOTE,99.272137420455
85000,sine_P(x_y),4,sudden,CSMOTE,99.28232227657371
90000,sine_P(x_y),4,sudden,CSMOTE,99.30183776337626
95000,sine_P(x_y),4,sudden,CSMOTE,99.30030942491568
100000,sine_P(x_y),4,sudden,CSMOTE,99.31259407927746
5000,sine_P(x_y),4,sudden,RebalanceStream,94.02634054562556
10000,sine_P(x_y),4,sudden,RebalanceStream,95.71861734384473
15000,sine_P(x_y),4,sudden,RebalanceStream,96.31695513083423
20000,sine_P(x_y),4,sudden,RebalanceStream,96.79980153807989
25000,sine_P(x_y),4,sudden,RebalanceStream,97.14882818331094
30000,sine_P(x_y),4,sudden,RebalanceStream,97.31813471502592
35000,sine_P(x_y),4,sudden,RebalanceStream,97.5182481751825
40000,sine_P(x_y),4,sudden,RebalanceStream,97.6485650938388
45000,sine_P(x_y),4,sudden,RebalanceStream,97.78556723974852
50000,sine_P(x_y),4,sudden,RebalanceStream,97.92657885511095
55000,sine_P(x_y),4,sudden,RebalanceStream,99.14779644509373
60000,sine_P(x_y),4,sudden,RebalanceStream,99.00209436984109
65000,sine_P(x_y),4,sudden,RebalanceStream,99.12178956089475
70000,sine_P(x_y),4,sudden,RebalanceStream,99.14465880002498
75000,sine_P(x_y),4,sudden,RebalanceStream,99.18032786885247
80000,sine_P(x_y),4,sudden,RebalanceStream,99.16392828917266
85000,sine_P(x_y),4,sudden,RebalanceStream,99.17497053466195
90000,sine_P(x_y),4,sudden,RebalanceStream,99.18235644246737
95000,sine_P(x_y),4,sudden,RebalanceStream,99.20508744038158
100000,sine_P(x_y),4,sudden,RebalanceStream,99.22947569209146
5000,sine_P(x_y),3,sudden,improved_OOB,95.79015544041452
10000,sine_P(x_y),3,sudden,improved_OOB,96.62662497943064
15000,sine_P(x_y),3,sudden,improved_OOB,97.30628533422014
20000,sine_P(x_y),3,sudden,improved_OOB,97.7514990006662
25000,sine_P(x_y),3,sudden,improved_OOB,97.96628311479797
30000,sine_P(x_y),3,sudden,improved_OOB,98.1642189586115
35000,sine_P(x_y),3,sudden,improved_OOB,98.33078977489505
40000,sine_P(x_y),3,sudden,improved_OOB,98.42437413800307
45000,sine_P(x_y),3,sudden,improved_OOB,98.52066607195957
50000,sine_P(x_y),3,sudden,improved_OOB,98.59494179044559
55000,sine_P(x_y),3,sudden,improved_OOB,99.25830377297645
60000,sine_P(x_y),3,sudden,improved_OOB,99.29311195133981
65000,sine_P(x_y),3,sudden,improved_OOB,99.37819231623361
70000,sine_P(x_y),3,sudden,improved_OOB,99.44096787651232
